student_id,level,attendance_rate,num_quizzes,quiz_avg,assignment_avg,mid_sem_score,forum_participation,study_time_hours,dashboard_time_hours,current_gpa,predicted_gpa,target_gpa,final_gpa,risk_category,recommended_action
S15266,200,76.93,6,59.26,91.43,43.09,5,27.78,5.55,3.24,1.96,1.92,2.0,Average,"Maintain steady progress, focus on weak areas"
S15267,100,88.52,9,67.56,77.6,78.23,8,0.0,14.49,2.83,1.95,2.28,2.17,Average,"Maintain steady progress, focus on weak areas"
S15268,300,93.04,4,53.93,88.69,79.68,7,21.74,17.43,3.46,2.45,2.71,2.56,Average,"Maintain steady progress, focus on weak areas"
S15269,100,73.25,13,60.27,69.29,67.39,9,18.42,13.99,3.23,2.1,2.05,2.36,Average,"Maintain steady progress, focus on weak areas"
S15270,100,89.94,6,65.62,64.14,69.82,4,15.19,5.24,2.88,2.29,2.05,2.33,Average,"Maintain steady progress, focus on weak areas"
S15271,100,98.45,8,79.21,87.44,100.0,3,16.35,5.93,2.45,2.46,2.38,2.53,Average,"Maintain steady progress, focus on weak areas"
S15272,300,76.43,9,75.49,71.9,100.0,6,7.79,6.36,4.0,2.92,2.94,2.8,Average,"Maintain steady progress, focus on weak areas"
S15273,200,77.81,12,64.42,73.58,73.49,4,16.39,19.26,2.5,2.04,2.24,2.17,Average,"Maintain steady progress, focus on weak areas"
S15274,400,96.6,9,78.95,87.38,52.65,4,20.3,15.62,3.59,2.73,2.82,2.5,Average,"Maintain steady progress, focus on weak areas"
S15275,200,81.46,7,77.28,64.64,46.97,6,27.81,2.21,2.94,2.02,2.49,1.91,At Risk,Meet academic advisor and review study plan
S15276,200,75.18,11,64.96,79.37,81.35,1,14.33,3.51,2.49,2.42,2.18,2.6,Average,"Maintain steady progress, focus on weak areas"
S15277,200,93.82,8,64.21,73.36,96.42,4,6.79,19.3,2.89,2.77,3.07,2.87,Average,"Maintain steady progress, focus on weak areas"
S15278,300,90.77,7,64.92,79.57,92.5,6,23.81,10.35,3.9,2.55,2.7,2.48,Average,"Maintain steady progress, focus on weak areas"
S15279,200,85.94,13,100.0,83.62,84.76,7,12.76,9.77,3.03,2.6,2.98,2.73,Average,"Maintain steady progress, focus on weak areas"
S15280,400,96.25,10,60.53,99.32,69.81,5,9.29,9.87,3.02,2.24,1.8,2.12,Average,"Maintain steady progress, focus on weak areas"
S15281,400,96.96,7,86.57,53.9,51.91,1,13.7,4.01,3.63,1.93,2.06,2.04,Average,"Maintain steady progress, focus on weak areas"
S15282,400,84.17,14,58.76,68.26,89.72,6,0.44,5.91,2.27,2.97,3.17,2.78,Average,"Maintain steady progress, focus on weak areas"
S15283,400,100.0,13,63.59,76.49,53.05,3,14.26,11.01,3.26,1.73,1.86,1.74,At Risk,Meet academic advisor and review study plan
S15284,200,100.0,7,77.22,72.96,62.97,6,19.85,1.26,3.35,2.41,2.03,2.36,Average,"Maintain steady progress, focus on weak areas"
S15285,300,65.16,6,80.24,68.38,51.62,3,17.83,11.26,3.0,2.14,2.06,2.23,Average,"Maintain steady progress, focus on weak areas"
S15286,300,74.7,14,75.11,52.76,42.15,1,18.63,16.93,3.88,1.81,1.78,1.78,At Risk,Meet academic advisor and review study plan
S15287,300,62.45,6,80.65,67.39,49.37,6,4.08,1.94,3.6,2.21,2.01,2.0,At Risk,Meet academic advisor and review study plan
S15288,400,81.75,14,79.73,78.73,50.09,5,20.21,2.41,3.71,2.7,2.54,2.71,Average,"Maintain steady progress, focus on weak areas"
S15289,300,72.89,12,79.44,85.49,70.23,4,14.0,16.52,3.61,2.09,2.07,2.11,Average,"Maintain steady progress, focus on weak areas"
S15290,400,76.86,5,62.19,73.68,59.69,3,13.15,13.44,2.41,2.1,2.05,2.03,Average,"Maintain steady progress, focus on weak areas"
S15291,200,95.91,15,65.35,79.32,99.4,5,21.88,8.2,3.26,2.57,2.43,2.71,Average,"Maintain steady progress, focus on weak areas"
S15292,400,67.45,16,70.08,75.04,54.47,4,11.93,0.0,3.23,2.07,2.51,2.07,Average,"Maintain steady progress, focus on weak areas"
S15293,300,86.3,12,86.95,79.7,48.86,6,6.42,11.66,3.36,2.78,2.96,2.63,Average,"Maintain steady progress, focus on weak areas"
S15294,300,86.24,12,80.31,60.03,95.22,6,7.38,9.15,2.35,2.04,2.25,2.33,Average,"Maintain steady progress, focus on weak areas"
S15295,200,84.18,16,71.61,81.47,94.25,8,16.81,8.7,3.07,2.98,3.2,2.66,Average,"Maintain steady progress, focus on weak areas"
S15296,400,86.31,12,72.73,68.21,59.76,2,24.15,7.52,3.05,2.15,2.63,2.07,Average,"Maintain steady progress, focus on weak areas"
S15297,400,62.68,13,54.02,68.87,84.45,4,3.95,13.07,3.14,2.46,2.8,2.47,Average,"Maintain steady progress, focus on weak areas"
S15298,100,76.9,10,66.34,74.03,90.62,4,11.31,6.55,3.16,2.82,2.65,2.65,Average,"Maintain steady progress, focus on weak areas"
S15299,300,100.0,11,62.56,72.74,49.56,7,11.79,0.0,2.93,2.26,2.3,2.25,Average,"Maintain steady progress, focus on weak areas"
S15300,200,73.03,12,83.26,67.62,71.73,7,6.9,0.76,2.75,2.44,2.94,2.41,Average,"Maintain steady progress, focus on weak areas"
S15301,400,100.0,14,73.16,88.31,44.8,4,24.02,0.0,3.87,2.15,2.46,2.31,Average,"Maintain steady progress, focus on weak areas"
S15302,200,70.93,11,88.44,78.15,65.85,3,6.13,9.57,3.04,2.39,2.36,2.45,Average,"Maintain steady progress, focus on weak areas"
S15303,100,69.73,6,100.0,68.29,71.8,8,0.0,23.04,4.0,2.34,2.37,2.4,Average,"Maintain steady progress, focus on weak areas"
S15304,200,75.48,11,82.53,69.58,74.79,6,10.51,14.97,2.47,2.39,2.85,2.54,Average,"Maintain steady progress, focus on weak areas"
S15305,300,96.29,8,55.98,75.34,67.28,5,11.77,18.15,2.89,2.59,2.77,2.38,Average,"Maintain steady progress, focus on weak areas"
S15306,100,79.54,5,67.11,70.37,63.72,5,8.81,4.73,2.81,1.96,2.23,2.0,At Risk,Meet academic advisor and review study plan
S15307,300,88.45,7,45.56,64.72,61.4,0,7.92,13.27,2.82,1.68,1.57,1.71,At Risk,Meet academic advisor and review study plan
S15308,400,85.74,10,96.76,75.78,48.52,7,18.3,9.03,3.58,2.65,2.61,2.4,Average,"Maintain steady progress, focus on weak areas"
S15309,400,84.46,14,100.0,74.57,88.43,7,20.18,6.53,3.68,3.15,2.92,2.93,Average,"Maintain steady progress, focus on weak areas"
S15310,100,97.74,10,56.01,73.23,98.27,4,9.05,9.19,2.03,2.63,2.74,2.44,Average,"Maintain steady progress, focus on weak areas"
S15311,400,92.72,8,63.84,91.45,89.14,7,8.04,7.86,3.5,2.67,2.73,2.82,Average,"Maintain steady progress, focus on weak areas"
S15312,300,73.57,10,61.54,74.69,86.05,10,6.27,8.8,4.0,2.62,2.76,2.5,Average,"Maintain steady progress, focus on weak areas"
S15313,100,82.24,15,57.35,63.99,76.78,3,22.28,9.45,2.5,2.19,2.21,2.01,Average,"Maintain steady progress, focus on weak areas"
S15314,100,100.0,12,48.1,80.37,76.73,4,12.44,15.94,2.49,2.26,2.21,2.23,Average,"Maintain steady progress, focus on weak areas"
S15315,100,88.2,8,82.78,60.18,90.28,5,12.66,12.41,3.02,2.22,2.52,2.18,Average,"Maintain steady progress, focus on weak areas"
S15316,400,69.92,9,53.92,90.96,53.21,7,26.33,17.16,3.11,2.47,2.84,2.26,Average,"Maintain steady progress, focus on weak areas"
S15317,100,70.63,13,69.97,72.29,82.06,7,21.6,16.82,3.15,2.9,2.93,2.64,Average,"Maintain steady progress, focus on weak areas"
S15318,100,93.9,13,58.29,66.38,71.17,6,8.53,3.38,3.35,2.58,2.45,2.49,Average,"Maintain steady progress, focus on weak areas"
S15319,400,92.02,9,44.38,71.26,61.51,5,14.65,9.03,2.5,1.84,2.04,1.94,At Risk,Meet academic advisor and review study plan
S15320,300,75.79,11,60.67,79.62,60.98,4,19.32,3.41,2.91,2.59,2.47,2.48,Average,"Maintain steady progress, focus on weak areas"
S15321,400,92.48,8,48.56,48.7,71.78,5,12.52,10.49,3.4,1.82,2.24,2.0,At Risk,Meet academic advisor and review study plan
S15322,300,100.0,9,70.05,73.52,70.77,5,3.86,3.66,2.43,2.24,1.89,2.52,Average,"Maintain steady progress, focus on weak areas"
S15323,100,99.58,8,79.04,80.1,79.17,3,14.86,11.84,3.27,2.82,3.03,2.68,Average,"Maintain steady progress, focus on weak areas"
S15324,400,100.0,11,78.69,90.46,66.38,7,0.0,9.74,2.89,2.52,2.47,2.51,Average,"Maintain steady progress, focus on weak areas"
S15325,100,90.55,11,73.8,57.84,70.04,6,19.85,20.12,3.19,1.93,2.19,1.99,At Risk,Meet academic advisor and review study plan
S15326,300,83.22,8,79.73,51.08,81.18,5,4.85,2.34,3.6,2.54,2.59,2.74,Average,"Maintain steady progress, focus on weak areas"
S15327,300,80.98,10,55.94,72.07,60.87,5,16.07,9.48,2.94,1.78,1.85,2.27,Average,"Maintain steady progress, focus on weak areas"
S15328,100,84.83,6,65.3,79.77,77.5,6,10.78,10.83,2.89,2.39,2.52,2.43,Average,"Maintain steady progress, focus on weak areas"
S15329,400,76.24,4,65.31,67.4,85.26,3,14.72,13.11,2.51,2.32,2.71,2.44,Average,"Maintain steady progress, focus on weak areas"
S15330,200,81.41,11,48.17,74.62,81.56,6,7.56,10.17,3.29,2.11,2.48,2.43,Average,"Maintain steady progress, focus on weak areas"
S15331,100,97.75,11,57.76,77.92,77.14,4,14.55,1.57,2.95,2.58,2.67,2.48,Average,"Maintain steady progress, focus on weak areas"
S15332,400,68.91,13,53.4,84.26,45.41,9,20.97,6.74,2.84,2.33,2.55,2.14,Average,"Maintain steady progress, focus on weak areas"
S15333,300,69.59,10,67.8,85.1,66.2,5,12.79,18.73,2.85,2.61,2.73,2.69,Average,"Maintain steady progress, focus on weak areas"
S15334,300,93.31,9,78.55,62.38,72.67,3,15.57,3.54,2.0,2.13,2.46,2.13,Average,"Maintain steady progress, focus on weak areas"
S15335,300,81.5,9,63.61,66.61,78.01,3,0.0,6.76,3.26,2.5,2.56,2.17,Average,"Maintain steady progress, focus on weak areas"
S15336,400,65.74,10,55.6,57.27,46.17,2,29.03,15.53,3.05,2.03,2.21,2.02,Average,"Maintain steady progress, focus on weak areas"
S15337,100,84.39,8,71.62,90.39,68.07,0,25.46,1.67,3.76,2.52,2.37,2.44,Average,"Maintain steady progress, focus on weak areas"
S15338,200,82.96,7,63.59,65.8,82.76,2,24.71,8.66,3.71,1.81,1.81,1.96,At Risk,Meet academic advisor and review study plan
S15339,200,80.69,13,59.72,71.23,93.54,10,2.53,8.66,2.96,3.04,3.29,2.83,Average,"Maintain steady progress, focus on weak areas"
S15340,100,91.86,10,93.49,68.19,57.83,4,5.59,17.26,3.12,2.8,2.78,2.53,Average,"Maintain steady progress, focus on weak areas"
S15341,300,71.67,11,85.77,87.15,55.27,2,12.05,11.62,2.2,1.96,2.06,2.17,Average,"Maintain steady progress, focus on weak areas"
S15342,200,85.13,8,72.16,63.72,66.81,8,19.03,8.68,2.45,2.46,2.8,2.29,Average,"Maintain steady progress, focus on weak areas"
S15343,200,82.89,9,62.39,93.16,100.0,3,22.92,12.12,3.32,2.96,3.09,3.17,Average,"Maintain steady progress, focus on weak areas"
S15344,100,85.38,13,63.32,57.36,89.76,4,0.0,13.14,3.02,2.53,2.54,2.49,Average,"Maintain steady progress, focus on weak areas"
S15345,300,67.68,10,57.53,54.01,90.12,3,9.79,0.0,3.05,2.32,2.4,2.28,Average,"Maintain steady progress, focus on weak areas"
S15346,400,79.77,14,59.27,66.51,60.53,3,4.41,7.89,3.66,2.25,2.52,2.07,Average,"Maintain steady progress, focus on weak areas"
S15347,200,85.2,12,68.44,99.56,74.39,7,9.43,10.23,3.09,2.46,2.61,2.66,Average,"Maintain steady progress, focus on weak areas"
S15348,300,90.41,8,32.87,52.14,77.64,10,23.28,20.62,3.29,2.35,2.48,2.23,Average,"Maintain steady progress, focus on weak areas"
S15349,100,100.0,13,91.06,79.75,76.92,1,22.88,21.07,3.36,2.82,3.11,2.72,Average,"Maintain steady progress, focus on weak areas"
S15350,300,93.06,9,75.97,74.35,49.73,7,10.6,7.01,2.71,2.36,2.69,2.42,Average,"Maintain steady progress, focus on weak areas"
S15351,100,89.61,11,57.03,75.26,43.5,10,24.1,8.62,3.92,2.13,2.23,1.97,At Risk,Meet academic advisor and review study plan
S15352,200,97.71,7,91.56,96.4,85.84,6,12.29,11.87,3.65,2.67,2.94,2.82,Average,"Maintain steady progress, focus on weak areas"
S15353,300,81.96,13,79.48,67.97,51.41,2,11.13,13.14,2.87,2.02,2.14,2.17,Average,"Maintain steady progress, focus on weak areas"
S15354,400,100.0,7,81.6,80.22,67.55,1,19.49,3.77,3.83,2.48,2.65,2.57,Average,"Maintain steady progress, focus on weak areas"
S15355,200,96.19,11,64.83,75.14,56.04,2,7.4,17.76,2.8,2.04,2.11,2.45,Average,"Maintain steady progress, focus on weak areas"
S15356,400,80.54,12,77.89,68.71,56.19,4,27.9,7.27,3.42,2.17,2.0,2.07,Average,"Maintain steady progress, focus on weak areas"
S15357,300,100.0,13,44.9,67.33,62.25,2,8.85,14.57,2.46,2.12,2.38,2.11,Average,"Maintain steady progress, focus on weak areas"
S15358,400,89.47,7,74.72,78.74,59.29,2,24.86,4.04,3.58,2.54,2.72,2.61,Average,"Maintain steady progress, focus on weak areas"
S15359,200,100.0,12,64.74,70.59,87.07,5,26.5,8.23,2.72,2.19,2.66,2.42,Average,"Maintain steady progress, focus on weak areas"
S15360,200,88.03,13,84.32,70.79,78.78,12,0.0,0.0,2.51,2.42,2.33,2.35,Average,"Maintain steady progress, focus on weak areas"
S15361,400,79.38,7,64.3,63.04,69.97,9,24.86,8.86,3.06,2.25,2.41,2.47,Average,"Maintain steady progress, focus on weak areas"
S15362,100,77.32,5,61.64,67.33,64.87,1,15.75,9.17,2.77,2.05,2.3,1.98,At Risk,Meet academic advisor and review study plan
S15363,100,81.44,9,87.7,80.95,71.86,4,12.68,10.6,3.1,2.92,3.21,2.8,Average,"Maintain steady progress, focus on weak areas"
S15364,100,79.29,9,86.75,68.46,76.73,7,5.12,7.97,2.54,2.27,2.51,2.29,Average,"Maintain steady progress, focus on weak areas"
S15365,400,97.71,6,81.73,81.16,47.27,8,13.15,18.59,2.47,1.84,1.97,2.02,Average,"Maintain steady progress, focus on weak areas"
S15366,100,84.71,3,76.66,84.63,72.08,8,8.32,11.87,2.83,2.38,2.67,2.19,Average,"Maintain steady progress, focus on weak areas"
S15367,400,68.86,9,80.29,82.04,73.67,5,7.16,14.06,2.18,2.53,2.77,2.45,Average,"Maintain steady progress, focus on weak areas"
S15368,200,87.13,8,66.34,88.93,65.71,4,28.23,12.49,2.52,2.42,2.79,2.29,Average,"Maintain steady progress, focus on weak areas"
S15369,100,86.26,7,56.99,86.85,49.02,2,18.19,13.66,3.3,2.29,2.22,2.23,Average,"Maintain steady progress, focus on weak areas"
S15370,200,80.31,9,74.89,85.62,55.61,7,8.89,24.76,3.25,2.42,2.75,2.6,Average,"Maintain steady progress, focus on weak areas"
S15371,100,87.68,6,44.12,71.85,80.96,7,17.3,5.31,3.02,2.02,2.59,2.04,Average,"Maintain steady progress, focus on weak areas"
S15372,300,84.56,14,89.94,49.52,71.0,4,10.28,0.0,2.87,2.55,2.86,2.53,Average,"Maintain steady progress, focus on weak areas"
S15373,300,91.34,8,68.55,59.48,73.11,5,22.73,14.44,3.19,2.27,2.76,2.19,Average,"Maintain steady progress, focus on weak areas"
S15374,200,90.75,17,67.56,72.8,59.9,4,18.34,9.75,2.79,1.92,2.0,2.05,Average,"Maintain steady progress, focus on weak areas"
S15375,100,88.65,8,55.97,80.44,86.23,1,14.68,15.19,2.77,2.34,2.51,2.34,Average,"Maintain steady progress, focus on weak areas"
S15376,300,72.01,6,89.65,86.76,65.18,6,15.58,9.58,3.16,2.76,3.0,2.87,Average,"Maintain steady progress, focus on weak areas"
S15377,400,100.0,11,80.64,67.15,53.88,2,2.71,17.61,3.41,1.81,1.86,1.75,At Risk,Meet academic advisor and review study plan
S15378,300,69.44,10,73.79,83.31,74.3,3,13.07,1.62,2.19,2.16,1.92,2.35,Average,"Maintain steady progress, focus on weak areas"
S15379,400,83.71,14,78.26,75.41,50.35,8,25.45,7.23,3.39,2.07,2.12,2.26,Average,"Maintain steady progress, focus on weak areas"
S15380,100,74.06,11,71.65,77.2,72.84,5,6.86,15.89,2.73,2.57,2.75,2.34,Average,"Maintain steady progress, focus on weak areas"
S15381,400,88.96,11,82.52,82.13,80.3,9,22.1,9.62,3.35,2.23,2.46,2.23,Average,"Maintain steady progress, focus on weak areas"
S15382,200,86.38,9,64.79,85.86,42.94,1,20.68,5.09,3.29,2.33,2.12,2.43,Average,"Maintain steady progress, focus on weak areas"
S15383,100,83.31,8,70.32,66.92,84.71,5,10.12,8.34,2.58,2.59,2.66,2.33,Average,"Maintain steady progress, focus on weak areas"
S15384,400,100.0,13,78.22,70.82,40.09,4,35.38,0.18,2.67,2.03,2.29,2.12,Average,"Maintain steady progress, focus on weak areas"
S15385,400,96.08,8,48.93,96.81,82.17,4,17.79,12.98,2.36,2.54,2.62,2.16,Average,"Maintain steady progress, focus on weak areas"
S15386,300,81.73,13,50.72,53.78,72.54,6,16.68,1.22,2.28,1.78,1.78,1.79,At Risk,Meet academic advisor and review study plan
S15387,100,93.04,8,97.59,92.06,80.69,6,23.5,6.99,3.07,2.85,3.09,3.11,Average,"Maintain steady progress, focus on weak areas"
S15388,200,100.0,13,56.99,68.54,54.08,2,0.0,8.08,3.9,2.2,2.41,2.23,Average,"Maintain steady progress, focus on weak areas"
S15389,200,96.01,10,92.93,78.74,43.72,4,33.44,21.56,3.98,2.64,3.0,2.52,Average,"Maintain steady progress, focus on weak areas"
S15390,400,83.64,15,64.65,87.14,79.6,4,16.61,18.28,2.93,2.57,2.39,2.59,Average,"Maintain steady progress, focus on weak areas"
S15391,100,69.1,8,53.52,97.43,47.13,3,5.79,24.48,2.93,2.4,2.69,2.28,Average,"Maintain steady progress, focus on weak areas"
S15392,400,88.25,10,87.95,73.59,74.59,5,29.17,10.33,2.86,2.47,2.71,2.72,Average,"Maintain steady progress, focus on weak areas"
S15393,200,91.69,15,79.13,97.9,89.16,8,19.33,12.87,2.04,2.59,2.88,2.6,Average,"Maintain steady progress, focus on weak areas"
S15394,400,77.3,15,80.83,60.39,67.96,9,18.9,6.04,2.78,2.46,2.73,2.5,Average,"Maintain steady progress, focus on weak areas"
S15395,400,85.23,4,52.21,59.13,69.19,3,24.73,4.42,1.88,1.96,1.96,1.94,At Risk,Meet academic advisor and review study plan
S15396,200,84.17,8,76.7,75.7,61.02,7,1.51,11.31,3.57,1.85,2.05,1.99,At Risk,Meet academic advisor and review study plan
S15397,200,98.88,4,24.4,57.22,86.1,4,12.41,9.33,2.81,1.89,2.17,1.99,At Risk,Meet academic advisor and review study plan
S15398,400,100.0,9,75.96,67.39,67.34,10,21.44,5.41,2.91,2.36,2.56,2.15,Average,"Maintain steady progress, focus on weak areas"
S15399,300,96.75,11,56.59,67.46,77.16,4,13.89,6.34,2.57,2.1,2.3,1.82,At Risk,Meet academic advisor and review study plan
S15400,300,84.14,13,91.45,81.07,42.26,6,15.19,10.68,2.45,2.08,2.22,2.23,Average,"Maintain steady progress, focus on weak areas"
S15401,300,96.48,9,84.04,77.13,62.16,6,18.67,0.0,3.32,2.33,2.94,2.31,Average,"Maintain steady progress, focus on weak areas"
S15402,100,91.49,16,72.77,72.31,65.74,4,0.0,5.13,2.62,2.62,2.6,2.67,Average,"Maintain steady progress, focus on weak areas"
S15403,400,84.25,9,86.2,83.28,60.46,3,5.33,9.82,3.43,2.3,2.01,2.37,Average,"Maintain steady progress, focus on weak areas"
S15404,100,100.0,13,100.0,72.16,64.81,6,24.27,3.77,3.14,2.16,2.23,2.31,Average,"Maintain steady progress, focus on weak areas"
S15405,400,77.62,9,69.25,95.95,69.01,5,9.66,6.59,2.74,2.19,2.5,2.39,Average,"Maintain steady progress, focus on weak areas"
S15406,200,91.04,9,75.17,75.77,70.16,3,1.92,1.48,2.76,2.8,2.85,2.61,Average,"Maintain steady progress, focus on weak areas"
S15407,300,93.4,9,51.31,92.5,54.48,0,15.26,0.48,3.15,2.16,2.39,2.21,Average,"Maintain steady progress, focus on weak areas"
S15408,200,82.13,11,57.01,78.23,83.33,11,12.93,6.48,3.47,2.19,2.34,2.03,Average,"Maintain steady progress, focus on weak areas"
S15409,200,90.59,15,56.27,81.45,61.56,4,25.57,14.2,3.27,2.23,2.54,2.4,Average,"Maintain steady progress, focus on weak areas"
S15410,200,94.45,10,70.79,37.38,100.0,9,16.77,18.82,2.24,2.78,3.22,2.5,Average,"Maintain steady progress, focus on weak areas"
S15411,300,87.45,8,75.64,68.27,98.76,4,12.64,9.03,3.52,2.44,2.49,2.47,Average,"Maintain steady progress, focus on weak areas"
S15412,300,89.72,6,59.85,77.61,72.05,6,12.49,28.43,2.0,2.49,2.38,2.4,Average,"Maintain steady progress, focus on weak areas"
S15413,400,86.05,14,74.28,68.3,66.56,4,13.45,20.91,2.02,2.03,2.22,1.91,At Risk,Meet academic advisor and review study plan
S15414,200,92.98,10,84.99,80.09,74.71,2,10.98,7.58,3.2,2.49,2.82,2.6,Average,"Maintain steady progress, focus on weak areas"
S15415,300,82.71,8,72.71,55.52,65.15,9,25.95,1.98,3.01,2.02,2.3,2.14,Average,"Maintain steady progress, focus on weak areas"
S15416,400,81.88,7,86.37,67.22,67.97,8,16.95,11.28,2.93,2.69,2.83,2.56,Average,"Maintain steady progress, focus on weak areas"
S15417,100,85.21,11,43.7,57.37,84.52,8,16.87,11.44,2.84,2.05,2.01,2.07,Average,"Maintain steady progress, focus on weak areas"
S15418,200,96.84,9,46.29,74.55,54.91,4,9.62,16.59,2.88,2.28,2.34,2.35,Average,"Maintain steady progress, focus on weak areas"
S15419,200,67.53,15,79.52,84.54,64.35,3,10.8,16.03,2.63,2.61,2.89,2.75,Average,"Maintain steady progress, focus on weak areas"
S15420,200,75.91,11,73.69,93.07,75.08,2,18.89,8.4,3.19,2.49,2.58,2.55,Average,"Maintain steady progress, focus on weak areas"
S15421,200,100.0,7,71.22,91.97,59.18,8,10.47,6.73,3.66,2.31,2.34,2.36,Average,"Maintain steady progress, focus on weak areas"
S15422,300,87.75,12,71.74,85.06,71.24,6,7.93,12.79,3.21,2.88,3.24,2.93,Average,"Maintain steady progress, focus on weak areas"
S15423,100,80.93,9,53.01,78.91,61.81,5,27.58,12.81,2.74,2.42,2.78,2.4,Average,"Maintain steady progress, focus on weak areas"
S15424,300,92.95,5,44.42,58.08,81.17,6,10.03,10.7,3.53,2.48,2.73,2.4,Average,"Maintain steady progress, focus on weak areas"
S15425,400,77.15,12,83.98,98.55,64.51,0,18.57,14.4,2.82,2.59,2.78,2.53,Average,"Maintain steady progress, focus on weak areas"
S15426,300,63.97,9,86.47,83.73,80.61,4,14.01,9.85,2.74,2.53,2.54,2.55,Average,"Maintain steady progress, focus on weak areas"
S15427,300,88.55,13,59.75,77.96,56.92,8,14.25,24.07,3.57,1.95,1.61,2.04,Average,"Maintain steady progress, focus on weak areas"
S15428,100,77.69,9,38.26,77.08,58.01,6,23.8,7.24,2.4,1.64,1.65,1.85,At Risk,Meet academic advisor and review study plan
S15429,400,86.01,12,67.95,90.57,93.04,3,30.53,13.4,2.37,2.67,2.8,2.61,Average,"Maintain steady progress, focus on weak areas"
S15430,200,88.29,10,59.84,60.55,46.2,6,23.62,3.16,3.66,1.83,2.01,1.96,At Risk,Meet academic advisor and review study plan
S15431,300,86.42,9,82.47,70.17,61.43,2,8.58,15.68,2.17,2.62,2.82,2.57,Average,"Maintain steady progress, focus on weak areas"
S15432,400,67.91,8,55.64,48.09,66.9,4,16.32,7.7,2.73,1.5,1.65,1.7,At Risk,Meet academic advisor and review study plan
S15433,300,85.26,13,80.72,60.65,40.66,4,20.94,13.67,2.06,1.91,2.29,1.98,At Risk,Meet academic advisor and review study plan
S15434,300,89.45,12,71.6,97.57,65.65,4,19.81,1.9,2.86,2.64,2.85,2.56,Average,"Maintain steady progress, focus on weak areas"
S15435,200,71.0,13,89.56,76.9,38.99,3,15.87,12.67,2.99,2.41,2.2,2.3,Average,"Maintain steady progress, focus on weak areas"
S15436,100,69.81,11,78.38,64.93,72.29,3,19.93,15.06,2.17,2.19,2.26,2.23,Average,"Maintain steady progress, focus on weak areas"
S15437,400,74.31,10,64.12,75.45,71.17,5,0.87,10.39,3.35,2.13,2.33,1.95,At Risk,Meet academic advisor and review study plan
S15438,100,92.47,5,75.61,87.23,34.77,7,14.09,13.53,2.45,1.96,1.73,2.15,Average,"Maintain steady progress, focus on weak areas"
S15439,300,65.02,10,70.14,76.97,65.58,4,15.62,9.49,2.94,2.31,2.46,2.32,Average,"Maintain steady progress, focus on weak areas"
S15440,100,93.3,8,47.14,85.11,65.33,7,7.65,9.66,3.31,2.49,2.4,2.38,Average,"Maintain steady progress, focus on weak areas"
S15441,400,88.92,11,79.18,60.42,63.26,5,9.8,9.23,3.19,2.25,2.37,2.15,Average,"Maintain steady progress, focus on weak areas"
S15442,100,82.42,13,69.31,88.49,56.03,8,23.7,14.52,3.51,2.28,2.11,2.39,Average,"Maintain steady progress, focus on weak areas"
S15443,300,70.19,11,38.07,96.78,77.49,6,10.9,11.73,3.46,2.29,2.52,2.49,Average,"Maintain steady progress, focus on weak areas"
S15444,300,77.04,5,48.39,58.34,52.04,4,16.83,4.72,3.4,1.68,1.56,1.65,At Risk,Meet academic advisor and review study plan
S15445,200,92.82,13,61.55,82.94,78.9,9,2.96,7.58,3.83,2.3,2.3,2.31,Average,"Maintain steady progress, focus on weak areas"
S15446,200,97.57,8,83.14,85.75,85.77,5,5.32,24.06,2.99,2.85,2.58,2.79,Average,"Maintain steady progress, focus on weak areas"
S15447,200,74.69,7,60.45,80.0,61.53,6,0.0,3.55,3.55,2.27,2.68,2.41,Average,"Maintain steady progress, focus on weak areas"
S15448,200,96.42,13,81.23,76.73,58.51,5,4.92,11.2,2.88,2.24,2.32,2.4,Average,"Maintain steady progress, focus on weak areas"
S15449,200,91.86,7,81.87,59.77,70.91,5,4.75,9.3,2.23,2.83,2.55,2.62,Average,"Maintain steady progress, focus on weak areas"
S15450,200,84.93,15,67.28,71.57,85.97,2,12.94,7.02,2.06,2.32,2.53,2.24,Average,"Maintain steady progress, focus on weak areas"
S15451,300,77.62,10,81.47,76.63,44.05,3,24.32,6.88,2.71,2.19,2.51,2.21,Average,"Maintain steady progress, focus on weak areas"
S15452,100,79.19,8,69.28,100.0,64.42,3,12.57,11.55,2.21,2.75,3.16,2.58,Average,"Maintain steady progress, focus on weak areas"
S15453,400,100.0,10,58.84,60.71,67.84,3,3.17,2.84,3.52,2.31,2.84,2.16,Average,"Maintain steady progress, focus on weak areas"
S15454,300,86.78,8,66.7,89.57,77.4,4,7.89,14.86,3.14,2.84,3.44,2.96,Average,"Maintain steady progress, focus on weak areas"
S15455,100,98.3,16,58.31,81.84,69.29,5,21.89,1.7,2.76,2.06,2.32,2.46,Average,"Maintain steady progress, focus on weak areas"
S15456,200,87.42,13,82.2,52.84,74.99,11,16.51,13.11,3.44,2.26,2.28,2.28,Average,"Maintain steady progress, focus on weak areas"
S15457,400,80.47,12,77.11,83.74,72.27,6,16.35,13.59,2.85,2.04,2.09,2.53,Average,"Maintain steady progress, focus on weak areas"
S15458,100,90.84,6,93.2,71.56,68.34,5,19.6,3.73,2.82,2.39,2.31,2.33,Average,"Maintain steady progress, focus on weak areas"
S15459,300,100.0,12,69.07,89.99,78.03,2,9.38,5.52,3.9,2.6,2.85,2.55,Average,"Maintain steady progress, focus on weak areas"
